,Symbol,Name,Industry,IndustryCode
1851,NDMO,Nuveen Dynamic Municipal Opportunities Fund,,
1852,UIS,Unisys Corp,소프트웨어 및 IT서비스,572010
1853,NMCO,Nuveen Municipal Credit Opportunities Fund,다양한 금융서비스,555010
1854,SJT,San Juan Basin Royalty Units,오일 및 가스,501020
1855,PZN,Pzena Investment Management Inc Class A,투자은행 및 서비스,551020
1856,NLY PR F,Annaly Capital Mgt 6.95% Fixed to Floating Rate Cum Redeemable Pref Shs Series F,주택 및 상업용 리츠,601020
1857,USER,UserTesting Inc,소프트웨어 및 IT서비스,572010
1858,NRGX,PIMCO Energy and Tactical Credit Opportunities Fd,다양한 금융서비스,555010
1859,MBI,MBIA Inc,보험,553010
1860,EHAB,Enhabit Inc,헬스케어 업체 및 서비스,561020
1861,EOI,Eaton Vance Enhanced Equity Income Closed Fund,다양한 금융서비스,555010
1862,BW,Babcock & Wilcox Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1863,FPAC,Far Peak Acquisition Corp Class A,기타 금융업,556010
1864,PNTM.U,Pontem Units,기타 금융업,556010
1865,APGB.U,Apollo Strategic Growth Capital II Units,기타 금융업,556010
1866,WFC PR Y,Wells Fargo DS Repstg 1000 Int Non Cumulative Perp Series Y Pref shs Class A,은행,551010
1867,LGV.U,Longview Acquisition II Units,기타 금융업,556010
1868,CCVI,Churchill Capital VI Corp Class A,기타 금융업,556010
1869,AUS.U,Austerlitz Acquisition I Units,기타 금융업,556010
1870,FVIV.U,Fortress Value Acquisition IV Units,기타 금융업,556010
1871,TREB,Trebia Acquisition Corp Class A,기타 금융업,556010
1872,WPCB,Warburg Pincus Capital I-B Corp Class A,기타 금융업,556010
1873,ADCT,ADC Therapeutics SA,생명과학 및 메디컬 리서치,562020
1874,GNK,Genco Shipping & Trading Ltd,화물 및 물류 서비스,524050
1875,FI,Franks International NV,오일 및 가스 장비 및 서비스,501030
1876,AMBC,Ambac Financial Group Inc,보험,553010
1877,FRGE,Forge Global Holdings Inc,핀테크,573010
1878,FOR,Forestar Group Inc,건설 및 엔지니어링,522010
1879,ETD,Ethan Allen Interiors Inc,가정용품,532040
1880,CLDT,Chatham Lodging Trust,주택 및 상업용 리츠,601020
1881,CEQP PR,Crestwood Equity Partners 9 25 Preferred Units,오일 및 가스 장비 및 서비스,501030
1882,BOE,BlackRock Enhanced Global Dividend Closed End Fund,다양한 금융서비스,555010
1883,CPF,Central Pacific Financial Corp,은행,551010
1884,NKX,Nuveen California AMT-Free Quality Municipal In Fd,다양한 금융서비스,555010
1885,DAO,Youdao Inc ADR,소프트웨어 및 IT서비스,572010
1886,NIE,Virtus Equity And Convertible Income Fund,다양한 금융서비스,555010
1887,ACCO,ACCO Brands Corp,전문 및 상업 서비스,522030
1888,HZON,Horizon Acquisition II Corp Class A,기타 금융업,556010
1889,NXP,Nuveen Select Tax-Free Income Portfolio,투자은행 및 서비스,551020
1890,WIW,Western Asset Inflation-Linked Opportunities & Inc,다양한 금융서비스,555010
1891,IAG,IAMGOLD Corp,메탈&마이닝,512010
1892,SMWB,Similarweb Ltd,소프트웨어 및 IT서비스,572010
1893,IIM,Invesco Value Municipal Income Closed Fund,다양한 금융서비스,555010
1894,NID,Nuveen Intermediate Duration Municipal Term Fund,다양한 금융서비스,555010
1895,PFN,Pimco Income Strategy II Closed Fund,다양한 금융서비스,555010
1896,THR,Thermon Group Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1897,RERE,ATRenew Inc ADR Class A,다양한 소매업,534020
1898,HLX,Helix Energy Solutions Group Inc,오일 및 가스 장비 및 서비스,501030
1899,BHK,BlackRock Core Bond Closed Fund,다양한 금융서비스,555010
1900,AIO,Virtus Artificial Intelligence and Technology Opportunities Fund,다양한 금융서비스,555010
1901,IIIN,Insteel Industries Inc,메탈&마이닝,512010
1902,SYF PR A,Synchrony Finl 40 Dep Shs Representing Perp Prf Shs Series A,은행,551010
1903,AVD,American Vanguard Corp,화학,511010
1904,PACE,Tpg Pace Tech Opportunities Corp Class A,기타 금융업,556010
1905,EGHT,8x8 Inc,커뮤니케이션 및 네트워킹,571020
1906,LPG,Dorian LPG Ltd,오일 및 가스 장비 및 서비스,501030
1907,NXDT,NexPoint Diversified Real Estate CEF,주택 및 상업용 리츠,601020
1908,ALCC,AltC Acquisition Corp Class A,기타 금융업,556010
1909,DESP,Despegar.com Corp,호텔 및 엔터테인먼트,533010
1910,YALA,Yalla Group Ltd ADR Class A,소프트웨어 및 IT서비스,572010
1911,GHLD,Guild Holdings Co Class A,은행,551010
1912,PCN,PIMCO Corporate & Income Strategy Fund,다양한 금융서비스,555010
1913,ETJ,Eaton Vance Risk Managed Diversified Equity Income Closed Fund,다양한 금융서비스,555010
1914,NUVB,Nuvation Bio Inc Class A,생명과학 및 메디컬 리서치,562020
1915,LDP,Cohen & Steers Ltd Dur Pref and Income Fund Inc,다양한 금융서비스,555010
1916,CCV,Churchill Capital V Corp Class A,기타 금융업,556010
1917,FSNB,Fusion Acquisition Corp II Class A,기타 금융업,556010
1918,EXK,Endeavour Silver Corp,메탈&마이닝,512010
1919,IPI,Intrepid Potash Inc,화학,511010
1920,MIT,Mason Industrial Technology Inc Class A,기타 금융업,556010
1921,NEE PR N,NextEra Energy Capital Holdings Junior Subordinated  Debentures Series N Exp 1,은행,551010
1922,WCC PR A,WESCO International 1000 DS Rep1 Cum Pref Shs Series A,"건설장비 및 대형차, 기차, 배",521020
1923,BOAC.U,Bluescape Opportunities Acquisition Redeemable Units,기타 금융업,556010
1924,YEXT,Yext Inc,소프트웨어 및 IT서비스,572010
1925,BAC PR S,Bank Amer Dep Shs Repstg 1 1000 Interest Share of 4 750 Non Cum Prf Shs Series,은행,551010
1926,EOCW.U,Elliott Opportunity II Units,기타 금융업,556010
1927,BIT,BlackRock Multi-Sector Income Trust,다양한 금융서비스,555010
1928,GS PR A,Goldman Sachs Depository Shares Repstg 1/1000 Floating Rate Non Cumulative,투자은행 및 서비스,551020
1929,KNOP,KNOT Offshore Partners Common Units,오일 및 가스 장비 및 서비스,501030
1930,LLAP,Terran Orbital Corp,우주항공 및 국방,521010
1931,VVR,Invesco Senior Income Trust,다양한 금융서비스,555010
1932,SRI,Stoneridge Inc,자동차 및 자동차 부품,531010
1933,PBI,Pitney Bowes Inc,사무기기,571050
1934,ARLO,Arlo Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
1935,ONL,Orion Office Reit Inc,주택 및 상업용 리츠,601020
1936,AVAN.U,Avanti Acq Units,기타 금융업,556010
1937,CION,Cion Investment Corp,투자은행 및 서비스,551020
1938,FPAC.U,Far Peak Acquisition Units,기타 금융업,556010
1939,UP,Wheels Up Experience Inc Class A,운송업,524060
1940,SXC,SunCoke Energy Inc,메탈&마이닝,512010
1941,BBAR,Banco Bbva Argentina SA ADR,은행,551010
1942,CEPU,Central Puerto SA ADR,전기 유틸리티,591010
1943,CSV,Carriage Services Inc,"개인, 가정 용품 및 서비스",542010
1944,DIAX,Nuveen Dow 30 Dynamic Overwrite Fund,다양한 금융서비스,555010
1945,BORR,Borr Drilling Ltd,오일 및 가스 장비 및 서비스,501030
1946,REX,REX American Resources Corp,재생에너지,502010
1947,VGM,Invesco Trust For Inv Grade Munis,투자은행 및 서비스,551020
1948,ACIC,Atlas Crest Investment Corp Class A,기타 금융업,556010
1949,DCO,Ducommun Inc,우주항공 및 국방,521010
1950,VKQ,Invesco Municipal Trust,다양한 금융서비스,555010
1951,USB PR R,US BANCORP DEL DEPOSITARY SHS REPSTG 1 1000TH INT PFD SER M 4 DRC,은행,551010
1952,ALL PR G,Allstate Corp DS Representing 1 1000 Noncumulative Perp Pref Shs Series G,보험,553010
1953,EBF,Ennis Inc,전문 및 상업 서비스,522030
1954,THW,Tekla World Healthcare Fund,다양한 금융서비스,555010
1955,DPG,Duff & Phelps Utility and Infrastructure Fund Inc,다양한 금융서비스,555010
1956,SCU,Sculptor Capital Management Inc Class A,투자은행 및 서비스,551020
1957,NAT,Nordic American Tanker Ltd,오일 및 가스 장비 및 서비스,501030
1958,FTHY,First Trust High Yield Opportunities 2027 Term Closed End Fd,다양한 금융서비스,555010
1959,VYGG.U,Vy Global Growth Units,기타 금융업,556010
1960,IPOD,Social Capital Hedosophia Holdings Corp. IV Class A,기타 금융업,556010
1961,MX,MagnaChip Semiconductor Corp,반도체 및 반도체 장비,571010
1962,BME,BlackRock Health Sciences Trust,다양한 금융서비스,555010
1963,BAMR,Brookfield Asset Management Reinsurance Partners Ltd Class A,보험,553010
1964,TSPQ,TCW Special Purpose Acquisition Corp Class A,기타 금융업,556010
1965,EMD,Western Asset Emerging Markets Debt Closed Fund,다양한 금융서비스,555010
1966,BLE,BlackRock Municipal Income II Closed Fund,다양한 금융서비스,555010
1967,PPR,Voya Prime Rate Trust,다양한 금융서비스,555010
1968,AGCB,Altimeter Growth 2 Corp Class A,기타 금융업,556010
1969,USB PR P,US DS Representing 1/1000 Perp Pref Shs Series K,은행,551010
1970,OLP,One Liberty Properties Inc,주택 및 상업용 리츠,601020
1971,TFC PR O,Truist Financial 1000 Depositary Shares Representing Perp Pref Shs Series O,은행,551010
1972,PFLT,PennantPark Floating Rate Capital Ltd,다양한 금융서비스,555010
1973,NRP,Natural Resource Partners Units,석탄,501010
1974,HY,Hyster-Yale Materials Handling Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1975,MET PR A,MetLife Floating Rate Non Cumulative Pref Shs Series A,보험,553010
1976,HIPO,Hippo Holdings Inc Class A,보험,553010
1977,ASPN,Aspen Aerogels Inc,주택건설,532030
1978,UBA,Urstadt Biddle Properties Inc Class A,주택 및 상업용 리츠,601020
1979,FRC PR M,First Republic Bank DRC Rep 1 40th interest in a share of 4 000 Noncumulative,은행,551010
1980,CTT,CatchMark Timber Trust Inc Class A,주택 및 상업용 리츠,601020
1981,KOP,Koppers Holdings Inc,화학,511010
1982,MCS,Marcus Corp,호텔 및 엔터테인먼트,533010
1983,MAX,Mediaalpha Inc Class A,소프트웨어 및 IT서비스,572010
1984,IVR,Invesco Mortgage Capital Inc,주택 및 상업용 리츠,601020
1985,TUP,Tupperware Brands Corp,가정용품,532040
1986,SHI,Sinopec Shanghai Petrochemical Co Ltd ADR Class H,오일 및 가스,501020
1987,NPK,National Presto Industries Inc,우주항공 및 국방,521010
1988,PRPC,CC Neuberger Principal Holdings III Class A,기타 금융업,556010
1989,KODK,Eastman Kodak Co,"컴퓨터, 전화 및 가전제품",571060
1990,PACE.U,Tpg Pace Tech Opportunities Corp,기타 금융업,556010
1991,CCVI.U,Churchill Capital Units,기타 금융업,556010
1992,NHF,NexPoint Strategic Opportunities Fund,다양한 금융서비스,555010
1993,GBL,GAMCO Investors Inc Class A,투자은행 및 서비스,551020
1994,CEL,Cellcom Israel Ltd,통신 서비스,574010
1995,MKFG,Markforged Holding Corp,전자 장비 및 부품,571040
1996,WPCB.U,Warburg Pincus Capital I B Units,기타 금융업,556010
1997,BGY,BlackRock Enhanced International Dividend Closed End Fund,다양한 금융서비스,555010
1998,MYD,BlackRock MuniYield Fund,다양한 금융서비스,555010
1999,RBOT,Vicarious Surgical Inc Class A,헬스케어 장비 및 용품,561010
2000,NXJ,Nuveen New Jersey Quality Municipal Income Fund,다양한 금융서비스,555010
2001,LDI,Loandepot Inc Class A,은행,551010
2002,AGX,Argan Inc,건설 및 엔지니어링,522010
2003,FRC PR N,First Republic Bank DS Rep 1 40Th Int In Shs Of 4 500 Non Cumulative Perpetual,은행,551010
2004,BGB,Blackstone Strategic Credit Fund,다양한 금융서비스,555010
2005,HPS,John Hancock Preferred Income III Closed Fund,다양한 금융서비스,555010
2006,CZOO,Cazoo Group Ltd Class A,전문품 상점,534030
2007,WSR,Whitestone REIT,주택 및 상업용 리츠,601020
2008,SCHW PR J,Charles Schwab DS Each Rep 1 40 Intrst of 4 450 Non Cumulative Perpetual Pref,투자은행 및 서비스,551020
2009,TTI,Tetra Technologies Inc,오일 및 가스 장비 및 서비스,501030
2010,YTPG,TPG Pace Beneficial II Corp Class A,기타 금융업,556010
2011,PV,Primavera Capital Acquisition Corp Class A,기타 금융업,556010
2012,CIO,City Office REIT Inc,주택 및 상업용 리츠,601020
2013,GPMT,Granite Point Mortgage Trust Inc,주택 및 상업용 리츠,601020
2014,PEO,"Adams Natural Resources Fund, Inc.",다양한 금융서비스,555010
2015,BLX,Foreign Trade Bank of Latin America Inc Class E,은행,551010
2016,MMD,MainStay MacKay DefinedTerm Municipal Opport Fd,다양한 금융서비스,555010
2017,BUI,BlackRock Utilities Infrastructure & Power Oppty,다양한 금융서비스,555010
2018,HZON.U,Horizon Acquisition II Units,기타 금융업,556010
2019,DNMR,Danimer Scientific Inc Class A,화학,511010
2020,KEY PR I,Keycorp DS Representing 1 40 Non Cumulative Pref Shs Series E,은행,551010
2021,TPVG,Triplepoint Venture Growth BDC Corp,투자은행 및 서비스,551020
2022,NYCB PR A,New York Community Bancorp DS Representing 1/40  Noncumulative Perp Pref Shs,은행,551010
2023,ACIC.U,Atlas Crest Investment Corp,기타 금융업,556010
2024,MUC,BlackRock MuniHoldings California Quality Fund,다양한 금융서비스,555010
2025,JFR,Nuveen Floating Rate Income Closed Fund,다양한 금융서비스,555010
2026,NBB,Nuveen Taxable Municipal Income Fund,다양한 금융서비스,555010
2027,ORC,Orchid Island Capital Inc,주택 및 상업용 리츠,601020
2028,COF PR L,Capital One FINL DRC Rep 1 40TH INT Pref Shs Series L,은행,551010
2029,STT PR G,State Street DS Representing 1/4000th Perpetual Non Cumulative Pref Shs Series G,투자은행 및 서비스,551020
2030,TRAQ,Trine II Acquisition Corp Class A,기타 금융업,556010
2031,RF PR B,Regions Financial DS Rep a 1/40th 6.375% Fixed to Floating Rate Non Cumulative,은행,551010
2032,TREB.U,Trebia Acquisition Corp Unit,기타 금융업,556010
2033,ECC,Eagle Point Credit Company Inc,다양한 금융서비스,555010
2034,EQD,Equity Distribution Acquisition Corp Class A,기타 금융업,556010
2035,FRC PR L,First Rep Bk San Francisco Calif New Dep Shs Repstg 1 40Th Int Noncumulative,은행,551010
2036,GUG,Guggenheim Active Allocation CEF,다양한 금융서비스,555010
2037,FATH,Fathom Digital Manufacturing Corp Class A,"건설장비 및 대형차, 기차, 배",521020
2038,AXS PR E,Axis Cap 100 DS Representing 1 Pref Shs Series E,보험,553010
2039,YSG,Yatsen Holding Ltd ADR,"개인, 가정 용품 및 서비스",542010
2040,HCI,Hci Group Inc,보험,553010
2041,HHLA,HH&L Acquisition Co Class A,기타 금융업,556010
2042,AGAC,African Gold Acquisition Corp Class A,기타 금융업,556010
2043,DRD,DRDGOLD Ltd ADR,메탈&마이닝,512010
2044,VCV,Invesco California Value Muni Inc Tr,투자은행 및 서비스,551020
2045,RMAX,Re/Max Holdings Inc Class A,부동산 운영 관리,601010
2046,PACK,Ranpak Holdings Corp Class A,용기 및 포장,513020
2047,LND,Brasilagro Companhia Brasileira de Propriedades Agricolas ADR,식품 및 담배,541020
2048,BFK,BlackRock Municipal Income Trust,다양한 금융서비스,555010
2049,PDOT,Peridot Acquisition Corp II Class A,기타 금융업,556010
2050,STPC,Star Peak Corp II Class A,기타 금융업,556010
2051,TDS PR V,Telephone And Data Sys Dep Shs Repstg 1 1000Th Perp Pref Shs Series VV,통신 서비스,574010
2052,GUT,Gabelli Utility Closed Fund,다양한 금융서비스,555010
2053,SOI,Solaris Oilfield Infrastructure Inc Class A,오일 및 가스 장비 및 서비스,501030
2054,PKO,PIMCO Income Opportunity Fund,다양한 금융서비스,555010
2055,IMPX,AEA-Bridges Impact Corp. Class A,기타 금융업,556010
2056,DTC,Solo Brands Inc Class A,가정용품,532040
2057,AIG PR A,American Intl Group Depositary Shares Each Representing 5.85 Non-Cumulative,보험,553010
2058,NL,NL Industries Inc,"건설장비 및 대형차, 기차, 배",521020
2059,IFN,India Closed Fund,다양한 금융서비스,555010
2060,ALL PR B,Allstate 5.100% Fixed-To-Floating Rate Subordinated Debenture Exp 2053,보험,553010
2061,DOUG,Douglas Elliman Inc,부동산 운영 관리,601010
2062,CCV.U,Churchill Capital Redeemable Units,기타 금융업,556010
2063,SRLP,Sprague Resources Common Units,오일 및 가스,501020
2064,MVF,BlackRock MuniVest Fund,다양한 금융서비스,555010
2065,ML,MoneyLion Inc Class A,핀테크,573010
2066,RF PR C,Regions Financial DS Representing 1/40th 5.7% Fixed to Floating Rate Non Cum,은행,551010
2067,FCAX,Fortress Capital Acquisition Corp Class A,기타 금융업,556010
2068,NSTB,Northern Star Investment Corp II Class A,기타 금융업,556010
2069,IIAC,Investindustrial Acquisition Corp Class A,기타 금융업,556010
2070,FSNB.U,Fusion Acquisition II Units,기타 금융업,556010
2071,TLGA,TLG Acquisition One Corp Class A,기타 금융업,556010
2072,MBAC,M3-Brigade Acquisition II Corp Class A,기타 금융업,556010
2073,MIT.U,Mason Industrial Technology Units,기타 금융업,556010
2074,NSTD,Northern Star Investment Corp IV Class A,기타 금융업,556010
2075,NSTC,Northern Star Investment Corp III Class A,기타 금융업,556010
2076,HSC,Harsco Corp,전문 및 상업 서비스,522030
2077,BZH,Beazer Homes USA Inc,주택건설,532030
2078,AAQC,Accelerate Acquisition Corp Class A,기타 금융업,556010
2079,GHY,PGIM Global High Yield Fund,다양한 금융서비스,555010
2080,BLW,BlackRock Limited Duration Income Trust,다양한 금융서비스,555010
2081,STK,Columbia Seligman Premium Technology Growth Fund,다양한 금융서비스,555010
2082,VPG,Vishay Precision Group Inc,"건설장비 및 대형차, 기차, 배",521020
2083,NPFD,Nuveen Variable Rate Preferred Income Closed End Fund,다양한 금융서비스,555010
2084,GPM,Guggenheim Enhanced Equity Income Fund,다양한 금융서비스,555010
2085,NMAI,Nuveen Multi-Asset Income Fund,다양한 금융서비스,555010
2086,AVK,Advent Convertible and Income Fund,다양한 금융서비스,555010
2087,HPI,John Hancock Preferred Income Closed Fund,다양한 금융서비스,555010
2088,GIM,Templeton Global Income Fund,투자은행 및 서비스,551020
2089,MUA,BlackRock MuniAssets Closed Fund,다양한 금융서비스,555010
2090,ONTF,ON24 Inc,소프트웨어 및 IT서비스,572010
2091,PSA PR P,PUBLIC STORAGE DS Representing 1 1000TH BEN Pref Shs Series P,주택 및 상업용 리츠,601020
2092,FEI,First Trust MLP and Energy Income Fund,다양한 금융서비스,555010
2093,CEM,ClearBridge MLP and Midstream Closed End Fund,다양한 금융서비스,555010
2094,TUFN,Tufin Software Technologies Ltd,소프트웨어 및 IT서비스,572010
2095,STRY,Starry Group Holdings Inc Class A,통신 서비스,574010
2096,DEH,D8 Holdings Corp Class A,기타 금융업,556010
2097,BRT,BRT Apartments Corp,주택 및 상업용 리츠,601020
2098,PSA PR L,Public Storage 1000 Depositary Shares Representing 4 625 Cumulative Pref Shs,주택 및 상업용 리츠,601020
2099,RAD,Rite Aid Corp,식품 및 약품소매,543010
2100,NQP,Nuveen Pennsylvania Quality Municipal Income Fund,투자은행 및 서비스,551020
2101,MMU,Western Asset Managed Municipals Fund,다양한 금융서비스,555010
2102,JPI,Nuveen Preferred and Income Term Fund,다양한 금융서비스,555010
2103,DSX,Diana Shipping Inc,화물 및 물류 서비스,524050
2104,MUI,BlackRock Municipal Income Fund,다양한 금융서비스,555010
2105,CTV,Innovid Corp,소프트웨어 및 IT서비스,572010
2106,ETB,Eaton Vance Tax Managed Buy Write Income Closed Fund,다양한 금융서비스,555010
2107,WLYB,John Wiley & Sons Inc Class B,전문 및 상업 서비스,522030
2108,HLGN,Heliogen Inc,재생에너지,502010
2109,EVN,Eaton Vance Municipal Income Closed Fund,다양한 금융서비스,555010
2110,MS PR L,Morgan Stanley 1000 Depositary Share Representing Pref Shs Series L,투자은행 및 서비스,551020
2111,BODY,Beachbody Company Inc Class A,소프트웨어 및 IT서비스,572010
2112,DFP,Flaherty & Crumrine Dynamic Pfd and Inc Fd,다양한 금융서비스,555010
2113,OCFT,OneConnect Financial Technology Co Ltd ADR,핀테크,573010
2114,LHC,Leo Holdings Corp II Class A,기타 금융업,556010
2115,HVT,Haverty Furniture Companies Inc,전문품 상점,534030
2116,DSU,BlackRock Debt Strategies Fund,다양한 금융서비스,555010
2117,IPOD.U,Social Capital Hedosophia IV Units,기타 금융업,556010
2118,AMOV,America Movil SAB de CV ADR Class A,통신 서비스,574010
2119,HT,Hersha Hospitality Trust Class A,주택 및 상업용 리츠,601020
2120,ECOM,ChannelAdvisor Corp,소프트웨어 및 IT서비스,572010
2121,TSPQ.U,TCW Special Purpose Acquisition Units,기타 금융업,556010
2122,LXFR,Luxfer Holdings PLC,"건설장비 및 대형차, 기차, 배",521020
2123,UZD,United States Cellular 6 250 Senior Notes due 2069,통신 서비스,574010
2124,SOL,ReneSola Ltd ADR,건설 및 엔지니어링,522010
2125,MTL,Mechel PAO ADR,메탈&마이닝,512010
2126,IGD,Voya Global Equity Dividend & Premium Opportunity Closed Fund,다양한 금융서비스,555010
2127,OPAD,Offerpad Solutions Inc Class A,부동산 운영 관리,601010
2128,RMT,Royce Micro Cap Closed Fund,다양한 금융서비스,555010
2129,HIGA,HIG Acquisition Corp Class A,기타 금융업,556010
2130,REV,Revlon Inc Class A,"개인, 가정 용품 및 서비스",542010
2131,AWP,abrdn Global Premier Properties Mutual Fund,다양한 금융서비스,555010
2132,SEAH,Sports Entertainment Acquisition Corp. Class A,기타 금융업,556010
2133,VLN,Valens Semiconductor Ltd,반도체 및 반도체 장비,571010
2134,WDH,Waterdrop Inc ADR Class A,보험,553010
2135,SB,Safe Bulkers Inc,화물 및 물류 서비스,524050
2136,KEY PR K,Keycorp New Depository Shares Representing 1 40th Ownership Fixed Rate,은행,551010
2137,ODV,Osisko Development Corp,메탈&마이닝,512010
2138,EVC,Entravision Communications Corp Class A,미디어 및 출판,533020
2139,AAN,Aaron's Company Inc,은행,551010
2140,NRDY,Nerdy Inc Class A,소프트웨어 및 IT서비스,572010
2141,TPB,Turning Point Brands Inc,식품 및 담배,541020
2142,SWT,STANLEY BLACK DECKER Units,"건설장비 및 대형차, 기차, 배",521020
2143,FRA,BlackRock Floating Rate Income Strategies Fund,다양한 금융서비스,555010
2144,ISD,PGIM High Yield Bond Fund,다양한 금융서비스,555010
2145,ENPC,Executive Network Partnering Corp Class A,기타 금융업,556010
2146,TNP,Tsakos Energy Navigation Ltd,오일 및 가스 장비 및 서비스,501030
2147,PCPC,Periphas Capital Partnering Corp Class A,기타 금융업,556010
2148,TPGY,TPG Pace Beneficial Finance Corp. Class A,기타 금융업,556010
2149,PMO,Putnam Municipal Opportunities Trust,투자은행 및 서비스,551020
2150,CPAC,Cementos Pacasmayo SAA ADR,건축 자재,512020
2151,BARK,Bark Inc Class A,전문품 상점,534030
2152,ICNC,Iconic Sports Acquisition Corp Class A,기타 금융업,556010
2153,CVEO,Civeo Corp,부동산 운영 관리,601010
2154,OPY,Oppenheimer Holdings Inc Class A,투자은행 및 서비스,551020
2155,LEO,BNY Mellon Strategic Municipals Inc,다양한 금융서비스,555010
2156,DNK,Phoenix Tree Holdings Ltd ADR,부동산 운영 관리,601010
2157,SIRE,Sisecam Resources Units,화학,511010
2158,CYH,Community Health Systems Inc,헬스케어 업체 및 서비스,561020
2159,GHG,GreenTree Hospitality Group Ltd ADR Class A,호텔 및 엔터테인먼트,533010
2160,PNNT,Pennantpark Investment Corp,다양한 금융서비스,555010
2161,BFAC,Battery Future Acquisition Corp Class A,기타 금융업,556010
2162,TYG,Tortoise Energy Infrastructure Closed Fund,다양한 금융서비스,555010
2163,PSPC,Post Holdings Partnering Corp Series A,기타 금융업,556010
2164,COOK,Traeger Inc,가정용품,532040
2165,TRC,Tejon Ranch Co,부동산 운영 관리,601010
2166,FRXB,Forest Road Acquisition Corp II Class A,기타 금융업,556010
2167,CNDB,Concord Acquisition Corp III Class A,기타 금융업,556010
2168,ETO,Eaton Vance Tax Advantaged Global Dividend Opportunities Closed Fund,다양한 금융서비스,555010
2169,GFX,Golden Falcon Acquisition Corp Class A,기타 금융업,556010
2170,FACT,Freedom Acquisition I Corp Class A,기타 금융업,556010
2171,TWNI,Tailwind International Acquisition Corp Class A,기타 금융업,556010
2172,MYN,BlackRock MuniYield New York Quality Fund,다양한 금융서비스,555010
2173,ROSS,Ross Acquisition II Corp Class A,기타 금융업,556010
2174,ACII,Atlas Crest Investment Corp II Class A,기타 금융업,556010
2175,SPFR,Jaws Spitfire Acquisition Corp Class A,기타 금융업,556010
2176,SLAC,Social Leverage Acquisition Corp I Class A,기타 금융업,556010
2177,ENPC.U,Executive Network Partnering Units,기타 금융업,556010
2178,SPGS,Simon Property Group Acquisition Holdings Inc Class A,기타 금융업,556010
2179,MTVC,Motive Capital Corp II Class A,기타 금융업,556010
2180,MACC,Mission Advancement Corp Class A,기타 금융업,556010
2181,RONI,Rice Acquisition Corp II Class A,기타 금융업,556010
2182,STPC.U,Star Peak Redeemable Units Class A,기타 금융업,556010
2183,NLY PR I,Annaly Capital Management Pref Shs Series I,주택 및 상업용 리츠,601020
2184,KEY PR J,KeyCorp DS Rep 1/40th Fixed Rate Perpetual Non Cumulative PRF Shs Series F,은행,551010
2185,ACRO,Acropolis Infrastructure Acquisition Corp Class A,기타 금융업,556010
2186,TRTL,TortoiseEcofin Acquisition III Corp Class A,기타 금융업,556010
2187,TWND,Tailwind Acquisition Corp Class A,기타 금융업,556010
2188,NFYS,Enphys Acquisition Corp Class A,기타 금융업,556010
2189,KMF,Kayne Anderson NextGen Energy & Infrastructure Inc,다양한 금융서비스,555010
2190,TRAQ.U,Trine II Acquisition Units,기타 금융업,556010
2191,SUAC,ShoulderUP Technology Acquisition Corp Class A,기타 금융업,556010
2192,SUNL,Sunlight Financial Holdings Inc Class A,은행,551010
2193,DEH.U,D8 Holdings Corp Unit,기타 금융업,556010
2194,RITM PR D,Rithm Capital 7 00 Fixed Rate Reset Cumulative Redeemable Pref Shs Series D,주택 및 상업용 리츠,601020
2195,ET PR D,Energy Transfer 7.625% Perp Pfd Series D,오일 및 가스 장비 및 서비스,501030
2196,PCPC.U,Periphas Capital Partnering Units,기타 금융업,556010
2197,CIR,Circor International Inc,"건설장비 및 대형차, 기차, 배",521020
2198,ALTG,Alta Equipment Group Inc Class A,"건설장비 및 대형차, 기차, 배",521020
2199,SJIV,South Jersey Inds Units,천연가스 유틸리티,591020
2200,VCXB,10X Capital Venture Acquisition III Corp Class A,기타 금융업,556010
2201,FSD,First Trust High Income Long/Short Fund,다양한 금융서비스,555010
2202,EQD.U,Equity Distribution Acquisition Units,기타 금융업,556010
2203,PV.U,Primavera Capital Acquisition Units,기타 금융업,556010
2204,UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,통신 서비스,574010
2205,BHR,Braemar Hotels & Resorts Inc,주택 및 상업용 리츠,601020
2206,IIAC.U,Investindustrial Acquisition Redeemable Units Class A,기타 금융업,556010
2207,IMPX.U,Aea Bridges Impact Units,기타 금융업,556010
2208,DMYI,dMY Technology Group III Inc Class A,기타 금융업,556010
2209,AGAC.U,African Gold Acquisition Units,기타 금융업,556010
2210,ET PR C,Energy Transfer 7.375% Perp Pfd Series C,오일 및 가스 장비 및 서비스,501030
2211,VLTA,Volta Inc Class A,전기 유틸리티,591010
2212,HHLA.U,HH L Acquisition Units,기타 금융업,556010
2213,STON,Stonemor Inc,"개인, 가정 용품 및 서비스",542010
2214,RZA,Reinsurance Group of America 6.20% Fixed To Floating Rate Subordinated,보험,553010
2215,CLAA,Colonnade Acquisition II Corp Class A,기타 금융업,556010
2216,MUJ,BlackRock MuniHoldings New Jersey Quality Fund,다양한 금융서비스,555010
2217,FACA,Figure Acquisition Corp I Class A,기타 금융업,556010
2218,GSQD,G Squared Ascend I Inc Class A,기타 금융업,556010
